sku,Warehouse1,Warehouse2,Warehouse3,Warehouse4,Warehouse5,Warehouse6,Warehouse7,Warehouse8
302539,0,0,0,0,0,0,0,0
302540,0,0,0,0,0,0,0,0
302541,0,0,0,0,0,0,0,0
302542,0,0,0,0,0,0,0,0
302543,0,0,0,0,0,0,0,0
302544,0,0,0,0,0,0,0,0
302545,0,0,0,0,0,0,0,0
302546,0,0,0,0,0,0,0,0
302547,0,0,0,0,0,0,0,0
302548,0,0,0,0,0,0,0,0
302549,0,0,0,0,0,0,0,0
302550,0,0,0,0,0,0,0,0
302551,0,0,0,0,0,0,0,0
302552,0,0,0,0,0,0,0,0
302553,0,0,0,0,0,0,0,0
302555,0,0,0,0,0,0,0,0
302556,0,0,0,0,0,0,0,0
302557,0,0,0,0,0,0,0,0
302558,0,0,0,0,0,0,0,0
302559,0,0,0,0,0,0,0,0
302560,0,0,0,0,0,0,0,0
302561,0,0,0,0,0,0,0,0
302563,0,0,0,0,0,0,0,0
302564,0,0,0,0,0,0,0,0
302565,0,0,0,0,0,0,0,0
302566,0,0,0,0,0,0,0,0
302567,0,0,0,0,0,0,0,0
302569,0,0,0,0,0,0,0,0
302571,0,0,0,0,0,0,0,0
302572,0,0,0,0,0,0,0,0
302573,0,0,0,0,0,0,0,0
302574,0,0,0,0,0,0,0,0
302575,0,0,0,0,0,0,0,0
302576,0,0,0,0,0,0,0,0
302577,0,0,0,0,0,0,0,0
302578,0,0,0,0,0,0,0,0
302579,0,0,0,0,0,0,0,0
302580,0,0,0,0,0,0,0,0
302581,0,0,0,0,0,0,0,0
302582,0,0,0,0,0,0,0,0
302583,0,0,0,0,0,0,0,0
302584,0,0,0,0,0,0,0,0
302586,0,0,0,0,0,0,0,0
302587,0,0,0,0,0,0,0,0
302588,0,0,0,0,0,0,0,0
302590,0,0,0,0,0,0,0,0
302591,0,0,0,0,0,0,0,0
302592,0,0,0,0,0,0,0,0
302593,0,0,0,0,0,0,0,0
302596,0,0,0,0,0,0,0,0
302598,0,0,0,0,0,0,0,0
302599,0,0,0,0,0,0,0,0
302600,0,0,0,0,0,0,0,0
302601,0,0,0,0,0,0,0,0
302603,0,0,0,0,0,0,0,0
302604,0,0,0,0,0,0,0,0
302605,0,0,0,0,0,0,0,0
302606,0,0,0,0,0,0,0,0
302608,0,0,0,0,0,0,0,0
302609,0,0,0,0,0,0,0,0
302610,0,0,0,0,0,0,0,0
302612,0,0,0,0,0,0,0,0
302613,0,0,0,0,0,0,0,0
302614,0,0,0,0,0,0,0,0
302616,0,0,0,0,0,0,0,0
302617,0,0,0,0,0,0,0,0
302618,0,0,0,0,0,0,0,0
302620,0,0,0,0,0,0,0,0
302622,0,0,0,0,0,0,0,0
302623,0,0,0,0,0,0,0,0
302624,0,0,0,0,0,0,0,0
302625,0,0,0,0,0,0,0,0
302626,0,0,0,0,0,0,0,0
302628,0,0,0,0,0,0,0,0
302629,0,0,0,0,0,0,0,0
302632,0,0,0,0,0,0,0,0
302634,0,0,0,0,0,0,0,0
302635,0,0,0,0,0,0,0,0
302637,0,0,0,0,0,0,0,0
302639,0,0,0,0,0,0,0,0
302640,0,0,0,0,0,0,0,0
302642,0,0,0,0,0,0,0,0
302643,0,0,0,0,0,0,0,0
302644,0,0,0,0,0,0,0,0
302645,0,0,0,0,0,0,0,0
302646,0,0,0,0,0,0,0,0
302647,0,0,0,0,0,0,0,0
302648,0,0,0,0,0,0,0,0
302649,0,0,0,0,0,0,0,0
302650,0,0,0,0,0,0,0,0
302651,0,0,0,0,0,0,0,0
302652,0,0,0,0,0,0,0,0
302653,0,0,0,0,0,0,0,0
302654,0,0,0,0,0,0,0,0
302655,0,0,0,0,0,0,0,0
302657,0,0,0,0,0,0,0,0
302658,0,0,0,0,0,0,0,0
302659,0,0,0,0,0,0,0,0
302660,0,0,0,0,0,0,0,0
302661,0,0,0,0,0,0,0,0
302662,0,0,0,0,0,0,0,0
302663,0,0,0,0,0,0,0,0
302664,0,0,0,0,0,0,0,0
302665,0,0,0,0,0,0,0,0
302666,0,0,0,0,0,0,0,0
302667,0,0,0,0,0,0,0,0
302668,0,0,0,0,0,0,0,0
302669,0,0,0,0,0,0,0,0
302670,0,0,0,0,0,0,0,0
302671,0,0,0,0,0,0,0,0
302672,0,0,0,0,0,0,0,0
302673,0,0,0,0,0,0,0,0
302674,0,0,0,0,0,0,0,0
302675,0,0,0,0,0,0,0,0
302676,0,0,0,0,0,0,0,0
302677,0,0,0,0,0,0,0,0
302678,0,0,0,0,0,0,0,0
302679,0,0,0,0,0,0,0,0
302680,0,0,0,0,0,0,0,0
302681,0,0,0,0,0,0,0,0
302682,0,0,0,0,0,0,0,0
302683,0,0,0,0,0,0,0,0
302684,0,0,0,0,0,0,0,0
302685,0,0,0,0,0,0,0,0
302686,0,0,0,0,0,0,0,0
302687,0,0,0,0,0,0,0,0
302688,0,0,0,0,0,0,0,0
302689,0,0,0,0,0,0,0,0
302690,0,0,0,0,0,0,0,0
302691,0,0,0,0,0,0,0,0
302692,0,0,0,0,0,0,0,0
302693,0,0,0,0,0,0,0,0
302695,0,0,0,0,0,0,0,0
302696,0,0,0,0,0,0,0,0
302697,0,0,0,0,0,0,0,0
302698,0,0,0,0,0,0,0,0
302699,0,0,0,0,0,0,0,0
302700,0,0,0,0,0,0,0,0
302701,0,0,0,0,0,0,0,0
302702,0,0,0,0,0,0,0,0
302703,0,0,0,0,0,0,0,0
302704,0,0,0,0,0,0,0,0
302705,0,0,0,0,0,0,0,0
302706,0,0,0,0,0,0,0,0
302707,0,0,0,0,0,0,0,0
302708,0,0,0,0,0,0,0,0
302709,0,0,0,0,0,0,0,0
302710,0,0,0,0,0,0,0,0
302711,0,0,0,0,0,0,0,0
302712,0,0,0,0,0,0,0,0
302713,0,0,0,0,0,0,0,0
302714,0,0,0,0,0,0,0,0
302715,0,0,0,0,0,0,0,0
302716,0,0,0,0,0,0,0,0
302717,0,0,0,0,0,0,0,0
302718,0,0,0,0,0,0,0,0
302719,0,0,0,0,0,0,0,0
302720,0,0,0,0,0,0,0,0
302721,0,0,0,0,0,0,0,0
302722,0,0,0,0,0,0,0,0
302723,0,0,0,0,0,0,0,0
302724,0,0,0,0,0,0,0,0
302725,0,0,0,0,0,0,0,0
302726,0,0,0,0,0,0,0,0
302727,0,0,0,0,0,0,0,0
302728,0,0,0,0,0,0,0,0
302729,0,0,0,0,0,0,0,0
302730,0,0,0,0,0,0,0,0
302731,0,0,0,0,0,0,0,0
302732,0,0,0,0,0,0,0,0
302733,0,0,0,0,0,0,0,0
302734,0,0,0,0,0,0,0,0
302735,0,0,0,0,0,0,0,0
302736,0,0,0,0,0,0,0,0
302737,0,0,0,0,0,0,0,0
302738,0,0,0,0,0,0,0,0
302739,0,0,0,0,0,0,0,0
302740,0,0,0,0,0,0,0,0
302742,0,0,0,0,0,0,0,0
302743,0,0,0,0,0,0,0,0
302745,0,0,0,0,0,0,0,0
302746,0,0,0,0,0,0,0,0
302747,0,0,0,0,0,0,0,0
302748,0,0,0,0,0,0,0,0
302750,0,0,0,0,0,0,0,0
302751,0,0,0,0,0,0,0,0
302752,0,0,0,0,0,0,0,0
302753,0,0,0,0,0,0,0,0
302754,0,0,0,0,0,0,0,0
302755,0,0,0,0,0,0,0,0
302756,0,0,0,0,0,0,0,0
302757,0,0,0,0,0,0,0,0
302758,0,0,0,0,0,0,0,0
302759,0,0,0,0,0,0,0,0
302760,0,0,0,0,0,0,0,0
302761,0,0,0,0,0,0,0,0
302762,0,0,0,0,0,0,0,0
302763,0,0,0,0,0,0,0,0
302764,0,0,0,0,0,0,0,0
302765,0,0,0,0,0,0,0,0
302766,0,0,0,0,0,0,0,0
302767,0,0,0,0,0,0,0,0
302768,0,0,0,0,0,0,0,0
302769,0,0,0,0,0,0,0,0
302770,0,0,0,0,0,0,0,0
302771,0,0,0,0,0,0,0,0
302772,0,0,0,0,0,0,0,0
302773,0,0,0,0,0,0,0,0
302774,0,0,0,0,0,0,0,0
302776,0,0,0,0,0,0,0,0
302777,0,0,0,0,0,0,0,0
302778,0,0,0,0,0,0,0,0
302779,0,0,0,0,0,0,0,0
302780,0,0,0,0,0,0,0,0
302781,0,0,0,0,0,0,0,0
302782,0,0,0,0,0,0,0,0
302783,0,0,0,0,0,0,0,0
302784,0,0,0,0,0,0,0,0
302785,0,0,0,0,0,0,0,0
302786,0,0,0,0,0,0,0,0
302787,0,0,0,0,0,0,0,0
302788,0,0,0,0,0,0,0,0
302789,0,0,0,0,0,0,0,0
302790,0,0,0,0,0,0,0,0
302791,0,0,0,0,0,0,0,0
302792,0,0,0,0,0,0,0,0
302793,0,0,0,0,0,0,0,0
302794,0,0,0,0,0,0,0,0
302795,0,0,0,0,0,0,0,0
302796,0,0,0,0,0,0,0,0
302797,0,0,0,0,0,0,0,0
302798,0,0,0,0,0,0,0,0
302799,0,0,0,0,0,0,0,0
302800,0,0,0,0,0,0,0,0
302801,0,0,0,0,0,0,0,0
302802,0,0,0,0,0,0,0,0
302803,0,0,0,0,0,0,0,0
302804,0,0,0,0,0,0,0,0
302805,0,0,0,0,0,0,0,0
302806,0,0,0,0,0,0,0,0
302807,0,0,0,0,0,0,0,0
302808,0,0,0,0,0,0,0,0
302809,0,0,0,0,0,0,0,0
302810,0,0,0,0,0,0,0,0
302811,0,0,0,0,0,0,0,0
302812,0,0,0,0,0,0,0,0
302813,0,0,0,0,0,0,0,0
302814,0,0,0,0,0,0,0,0
302815,0,0,0,0,0,0,0,0
302816,0,0,0,0,0,0,0,0
302817,0,0,0,0,0,0,0,0
302818,0,0,0,0,0,0,0,0
302819,0,0,0,0,0,0,0,0
302820,0,0,0,0,0,0,0,0
302821,0,0,0,0,0,0,0,0
302822,0,0,0,0,0,0,0,0
302823,0,0,0,0,0,0,0,0
302824,0,0,0,0,0,0,0,0
302825,0,0,0,0,0,0,0,0
302826,0,0,0,0,0,0,0,0
302827,0,0,0,0,0,0,0,0
302828,0,0,0,0,0,0,0,0
302829,0,0,0,0,0,0,0,0
302830,0,0,0,0,0,0,0,0
302831,0,0,0,0,0,0,0,0
302832,0,0,0,0,0,0,0,0
302833,0,0,0,0,0,0,0,0
302834,0,0,0,0,0,0,0,0
302835,0,0,0,0,0,0,0,0
302836,0,0,0,0,0,0,0,0
302837,0,0,0,0,0,0,0,0
302838,0,0,0,0,0,0,0,0
302839,0,0,0,0,0,0,0,0
302840,0,0,0,0,0,0,0,0
302841,0,0,0,0,0,0,0,0
302842,0,0,0,0,0,0,0,0
302843,0,0,0,0,0,0,0,0
302844,0,0,0,0,0,0,0,0
302845,0,0,0,0,0,0,0,0
302846,0,0,0,0,0,0,0,0
302847,0,0,0,0,0,0,0,0
302848,0,0,0,0,0,0,0,0
302849,0,0,0,0,0,0,0,0
302850,0,0,0,0,0,0,0,0
302851,0,0,0,0,0,0,0,0
302852,0,0,0,0,0,0,0,0
302853,0,0,0,0,0,0,0,0
302854,0,0,0,0,0,0,0,0
302855,0,0,0,0,0,0,0,0
302856,0,0,0,0,0,0,0,0
302857,0,0,0,0,0,0,0,0
302858,0,0,0,0,0,0,0,0
302859,0,0,0,0,0,0,0,0
302860,0,0,0,0,0,0,0,0
302861,0,0,0,0,0,0,0,0
302862,0,0,0,0,0,0,0,0
302863,0,0,0,0,0,0,0,0
302864,0,0,0,0,0,0,0,0
302865,0,0,0,0,0,0,0,0
302866,0,0,0,0,0,0,0,0
302867,0,0,0,0,0,0,0,0
302868,0,0,0,0,0,0,0,0
302869,0,0,0,0,0,0,0,0
302870,0,0,0,0,0,0,0,0
302871,0,0,0,0,0,0,0,0
302872,0,0,0,0,0,0,0,0
302873,0,0,0,0,0,0,0,0
302874,0,0,0,0,0,0,0,0
302875,0,0,0,0,0,0,0,0
302876,0,0,0,0,0,0,0,0
302877,0,0,0,0,0,0,0,0
302878,0,0,0,0,0,0,0,0
302879,0,0,0,0,0,0,0,0
302880,0,0,0,0,0,0,0,0
302881,0,0,0,0,0,0,0,0
302882,0,0,0,0,0,0,0,0
302883,0,0,0,0,0,0,0,0
302884,0,0,0,0,0,0,0,0
302885,0,0,0,0,0,0,0,0
302886,0,0,0,0,0,0,0,0
302887,0,0,0,0,0,0,0,0
302888,0,0,0,0,0,0,0,0
302889,0,0,0,0,0,0,0,0
302890,0,0,0,0,0,0,0,0
302891,0,0,0,0,0,0,0,0
302892,0,0,0,0,0,0,0,0
302893,0,0,0,0,0,0,0,0
302894,0,0,0,0,0,0,0,0
302895,0,0,0,0,0,0,0,0
302896,0,0,0,0,0,0,0,0
302897,0,0,0,0,0,0,0,0
302898,0,0,0,0,0,0,0,0
302899,0,0,0,0,0,0,0,0
302900,0,0,0,0,0,0,0,0
302901,0,0,0,0,0,0,0,0
302902,0,0,0,0,0,0,0,0
302903,0,0,0,0,0,0,0,0
302904,0,0,0,0,0,0,0,0
302905,0,0,0,0,0,0,0,0
302907,0,0,0,0,0,0,0,0
302908,0,0,0,0,0,0,0,0
302909,0,0,0,0,0,0,0,0
302910,0,0,0,0,0,0,0,0
302911,0,0,0,0,0,0,0,0
302912,0,0,0,0,0,0,0,0
302913,0,0,0,0,0,0,0,0
302914,0,0,0,0,0,0,0,0
302915,0,0,0,0,0,0,0,0
302916,0,0,0,0,0,0,0,0
302917,0,0,0,0,0,0,0,0
302918,0,0,0,0,0,0,0,0
302919,0,0,0,0,0,0,0,0
302920,0,0,0,0,0,0,0,0
302921,0,0,0,0,0,0,0,0
302922,0,0,0,0,0,0,0,0
302923,0,0,0,0,0,0,0,0
302924,0,0,0,0,0,0,0,0
302925,0,0,0,0,0,0,0,0
302926,0,0,0,0,0,0,0,0
302927,0,0,0,0,0,0,0,0
302928,0,0,0,0,0,0,0,0
302930,0,0,0,0,0,0,0,0
302931,0,0,0,0,0,0,0,0
302932,0,0,0,0,0,0,0,0
302933,0,0,0,0,0,0,0,0
302934,0,0,0,0,0,0,0,0
302935,0,0,0,0,0,0,0,0
302936,0,0,0,0,0,0,0,0
302937,0,0,0,0,0,0,0,0
302938,0,0,0,0,0,0,0,0
302939,0,0,0,0,0,0,0,0
302940,0,0,0,0,0,0,0,0
302941,0,0,0,0,0,0,0,0
302942,0,0,0,0,0,0,0,0
302943,0,0,0,0,0,0,0,0
302944,0,0,0,0,0,0,0,0
302945,0,0,0,0,0,0,0,0
302946,0,0,0,0,0,0,0,0
302947,0,0,0,0,0,0,0,0
302948,0,0,0,0,0,0,0,0
302949,0,0,0,0,0,0,0,0
302950,0,0,0,0,0,0,0,0
302951,0,0,0,0,0,0,0,0
302952,0,0,0,0,0,0,0,0
302953,0,0,0,0,0,0,0,0
302954,0,0,0,0,0,0,0,0
302955,0,0,0,0,0,0,0,0
302956,0,0,0,0,0,0,0,0
302957,0,0,0,0,0,0,0,0
302958,0,0,0,0,0,0,0,0
302959,0,0,0,0,0,0,0,0
302960,0,0,0,0,0,0,0,0
302961,0,0,0,0,0,0,0,0
302962,0,0,0,0,0,0,0,0
302963,0,0,0,0,0,0,0,0
302965,0,0,0,0,0,0,0,0
302966,0,0,0,0,0,0,0,0
302967,0,0,0,0,0,0,0,0
302968,0,0,0,0,0,0,0,0
302969,0,0,0,0,0,0,0,0
302970,0,0,0,0,0,0,0,0
302971,0,0,0,0,0,0,0,0
302972,0,0,0,0,0,0,0,0
302973,0,0,0,0,0,0,0,0
302974,0,0,0,0,0,0,0,0
302975,0,0,0,0,0,0,0,0
302976,0,0,0,0,0,0,0,0
302977,0,0,0,0,0,0,0,0
302978,0,0,0,0,0,0,0,0
302979,0,0,0,0,0,0,0,0
302980,0,0,0,0,0,0,0,0
302981,0,0,0,0,0,0,0,0
302982,0,0,0,0,0,0,0,0
302983,0,0,0,0,0,0,0,0
302984,0,0,0,0,0,0,0,0
302985,0,0,0,0,0,0,0,0
302986,0,0,0,0,0,0,0,0
302987,0,0,0,0,0,0,0,0
302988,0,0,0,0,0,0,0,0
302989,0,0,0,0,0,0,0,0
302990,0,0,0,0,0,0,0,0
302991,0,0,0,0,0,0,0,0
302992,0,0,0,0,0,0,0,0
302993,0,0,0,0,0,0,0,0
302994,0,0,0,0,0,0,0,0
302995,0,0,0,0,0,0,0,0
302996,0,0,0,0,0,0,0,0
302997,0,0,0,0,0,0,0,0
302998,0,0,0,0,0,0,0,0
302999,0,0,0,0,0,0,0,0
303000,0,0,0,0,0,0,0,0
303001,0,0,0,0,0,0,0,0
303002,0,0,0,0,0,0,0,0
303003,0,0,0,0,0,0,0,0
303004,0,0,0,0,0,0,0,0
303005,0,0,0,0,0,0,0,0
303006,0,0,0,0,0,0,0,0
303007,0,0,0,0,0,0,0,0
303008,0,0,0,0,0,0,0,0
303009,0,0,0,0,0,0,0,0
303010,0,0,0,0,0,0,0,0
303011,0,0,0,0,0,0,0,0
303012,0,0,0,0,0,0,0,0
303013,0,0,0,0,0,0,0,0
303014,0,0,0,0,0,0,0,0
303016,0,0,0,0,0,0,0,0
303017,0,0,0,0,0,0,0,0
303018,0,0,0,0,0,0,0,0
303019,0,0,0,0,0,0,0,0
303020,0,0,0,0,0,0,0,0
303021,0,0,0,0,0,0,0,0
303022,0,0,0,0,0,0,0,0
303023,0,0,0,0,0,0,0,0
303024,0,0,0,0,0,0,0,0
303025,0,0,0,0,0,0,0,0
303026,0,0,0,0,0,0,0,0
303027,0,0,0,0,0,0,0,0
303028,0,0,0,0,0,0,0,0
303029,0,0,0,0,0,0,0,0
303030,0,0,0,0,0,0,0,0
303031,0,0,0,0,0,0,0,0
303032,0,0,0,0,0,0,0,0
303033,0,0,0,0,0,0,0,0
303034,0,0,0,0,0,0,0,0
303035,0,0,0,0,0,0,0,0
303036,0,0,0,0,0,0,0,0
303037,0,0,0,0,0,0,0,0
303038,0,0,0,0,0,0,0,0
303039,0,0,0,0,0,0,0,0
303040,0,0,0,0,0,0,0,0
303041,0,0,0,0,0,0,0,0
303042,0,0,0,0,0,0,0,0
303043,0,0,0,0,0,0,0,0
303044,0,0,0,0,0,0,0,0
303045,0,0,0,0,0,0,0,0
303046,0,0,0,0,0,0,0,0
303047,0,0,0,0,0,0,0,0
303048,0,0,0,0,0,0,0,0
303049,0,0,0,0,0,0,0,0
303050,0,0,0,0,0,0,0,0
303051,0,0,0,0,0,0,0,0
303053,0,0,0,0,0,0,0,0
303054,0,0,0,0,0,0,0,0
303056,0,0,0,0,0,0,0,0
303057,0,0,0,0,0,0,0,0
303060,0,0,0,0,0,0,0,0
303061,0,0,0,0,0,0,0,0
303062,0,0,0,0,0,0,0,0
303063,0,0,0,0,0,0,0,0
303064,0,0,0,0,0,0,0,0
303065,0,0,0,0,0,0,0,0
303066,0,0,0,0,0,0,0,0
303067,0,0,0,0,0,0,0,0
303068,0,0,0,0,0,0,0,0
303069,0,0,0,0,0,0,0,0
303070,0,0,0,0,0,0,0,0
303071,0,0,0,0,0,0,0,0
303072,0,0,0,0,0,0,0,0
303073,0,0,0,0,0,0,0,0
303074,0,0,0,0,0,0,0,0
303075,0,0,0,0,0,0,0,0
303076,0,0,0,0,0,0,0,0
303077,0,0,0,0,0,0,0,0
303078,0,0,0,0,0,0,0,0
303079,0,0,0,0,0,0,0,0
303080,0,0,0,0,0,0,0,0
303081,0,0,0,0,0,0,0,0
303082,0,0,0,0,0,0,0,0
303083,0,0,0,0,0,0,0,0
303084,0,0,0,0,0,0,0,0
303085,0,0,0,0,0,0,0,0
303086,0,0,0,0,0,0,0,0
303087,0,0,0,0,0,0,0,0
303088,0,0,0,0,0,0,0,0
303089,0,0,0,0,0,0,0,0
303090,0,0,0,0,0,0,0,0
303091,0,0,0,0,0,0,0,0
303092,0,0,0,0,0,0,0,0
303093,0,0,0,0,0,0,0,0
303094,0,0,0,0,0,0,0,0
303096,0,0,0,0,0,0,0,0
303097,0,0,0,0,0,0,0,0
303098,0,0,0,0,0,0,0,0
303099,0,0,0,0,0,0,0,0
303100,0,0,0,0,0,0,0,0
303101,0,0,0,0,0,0,0,0
303103,0,0,0,0,0,0,0,0
303104,0,0,0,0,0,0,0,0
303105,0,0,0,0,0,0,0,0
303106,0,0,0,0,0,0,0,0
303107,0,0,0,0,0,0,0,0
303108,0,0,0,0,0,0,0,0
303109,0,0,0,0,0,0,0,0
303110,0,0,0,0,0,0,0,0
303111,0,0,0,0,0,0,0,0
303112,0,0,0,0,0,0,0,0
303113,0,0,0,0,0,0,0,0
303114,0,0,0,0,0,0,0,0
303115,0,0,0,0,0,0,0,0
303116,0,0,0,0,0,0,0,0
303117,0,0,0,0,0,0,0,0
303118,0,0,0,0,0,0,0,0
303119,0,0,0,0,0,0,0,0
303120,0,0,0,0,0,0,0,0
303121,0,0,0,0,0,0,0,0
303122,0,0,0,0,0,0,0,0
303123,0,0,0,0,0,0,0,0
303124,0,0,0,0,0,0,0,0
303125,0,0,0,0,0,0,0,0
303126,0,0,0,0,0,0,0,0
303127,0,0,0,0,0,0,0,0
303128,0,0,0,0,0,0,0,0
303129,0,0,0,0,0,0,0,0
303130,0,0,0,0,0,0,0,0
303131,0,0,0,0,0,0,0,0
303132,0,0,0,0,0,0,0,0
303133,0,0,0,0,0,0,0,0
303135,0,0,0,0,0,0,0,0
303136,0,0,0,0,0,0,0,0
303137,0,0,0,0,0,0,0,0
303138,0,0,0,0,0,0,0,0
303139,0,0,0,0,0,0,0,0
303140,0,0,0,0,0,0,0,0
303141,0,0,0,0,0,0,0,0
303143,0,0,0,0,0,0,0,0
303144,0,0,0,0,0,0,0,0
303146,0,0,0,0,0,0,0,0
303147,0,0,0,0,0,0,0,0
303148,0,0,0,0,0,0,0,0
303149,0,0,0,0,0,0,0,0
303150,0,0,0,0,0,0,0,0
303151,0,0,0,0,0,0,0,0
303152,0,0,0,0,0,0,0,0
303155,0,0,0,0,0,0,0,0
303156,0,0,0,0,0,0,0,0
303157,0,0,0,0,0,0,0,0
303158,0,0,0,0,0,0,0,0
303159,0,0,0,0,0,0,0,0
303160,0,0,0,0,0,0,0,0
303162,0,0,0,0,0,0,0,0
303163,0,0,0,0,0,0,0,0
303164,0,0,0,0,0,0,0,0
303165,0,0,0,0,0,0,0,0
303166,0,0,0,0,0,0,0,0
303167,0,0,0,0,0,0,0,0
303168,0,0,0,0,0,0,0,0
303169,0,0,0,0,0,0,0,0
303170,0,0,0,0,0,0,0,0
303171,0,0,0,0,0,0,0,0
303172,0,0,0,0,0,0,0,0
303173,0,0,0,0,0,0,0,0
303174,0,0,0,0,0,0,0,0
303175,0,0,0,0,0,0,0,0
303176,0,0,0,0,0,0,0,0
303177,0,0,0,0,0,0,0,0
303178,0,0,0,0,0,0,0,0
303181,0,0,0,0,0,0,0,0
303182,0,0,0,0,0,0,0,0
303183,0,0,0,0,0,0,0,0
303184,0,0,0,0,0,0,0,0
303185,0,0,0,0,0,0,0,0
303186,0,0,0,0,0,0,0,0
303187,0,0,0,0,0,0,0,0
303188,0,0,0,0,0,0,0,0
303189,0,0,0,0,0,0,0,0
303190,0,0,0,0,0,0,0,0
303192,0,0,0,0,0,0,0,0
303194,0,0,0,0,0,0,0,0
303195,0,0,0,0,0,0,0,0
303196,0,0,0,0,0,0,0,0
303197,0,0,0,0,0,0,0,0
303198,0,0,0,0,0,0,0,0
303199,0,0,0,0,0,0,0,0
303201,0,0,0,0,0,0,0,0
303202,0,0,0,0,0,0,0,0
303203,0,0,0,0,0,0,0,0
303204,0,0,0,0,0,0,0,0
303205,0,0,0,0,0,0,0,0
303206,0,0,0,0,0,0,0,0
303207,0,0,0,0,0,0,0,0
303208,0,0,0,0,0,0,0,0
303209,0,0,0,0,0,0,0,0
303210,0,0,0,0,0,0,0,0
303211,0,0,0,0,0,0,0,0
303212,0,0,0,0,0,0,0,0
303213,0,0,0,0,0,0,0,0
303214,0,0,0,0,0,0,0,0
303217,0,0,0,0,0,0,0,0
303218,0,0,0,0,0,0,0,0
303220,0,0,0,0,0,0,0,0
303221,0,0,0,0,0,0,0,0
303222,0,0,0,0,0,0,0,0
303223,0,0,0,0,0,0,0,0
303224,0,0,0,0,0,0,0,0
303225,0,0,0,0,0,0,0,0
303227,0,0,0,0,0,0,0,0
303229,0,0,0,0,0,0,0,0
303230,0,0,0,0,0,0,0,0
303231,0,0,0,0,0,0,0,0
303232,0,0,0,0,0,0,0,0
303233,0,0,0,0,0,0,0,0
303234,0,0,0,0,0,0,0,0
303235,0,0,0,0,0,0,0,0
303236,0,0,0,0,0,0,0,0
303238,0,0,0,0,0,0,0,0
303239,0,0,0,0,0,0,0,0
303240,0,0,0,0,0,0,0,0
303241,0,0,0,0,0,0,0,0
303242,0,0,0,0,0,0,0,0
303243,0,0,0,0,0,0,0,0
303244,0,0,0,0,0,0,0,0
303245,0,0,0,0,0,0,0,0
303247,0,0,0,0,0,0,0,0
303248,0,0,0,0,0,0,0,0
303249,0,0,0,0,0,0,0,0
303250,0,0,0,0,0,0,0,0
303251,0,0,0,0,0,0,0,0
303252,0,0,0,0,0,0,0,0
303253,0,0,0,0,0,0,0,0
303254,0,0,0,0,0,0,0,0
303256,0,0,0,0,0,0,0,0
303257,0,0,0,0,0,0,0,0
303258,0,0,0,0,0,0,0,0
303259,0,0,0,0,0,0,0,0
303260,0,0,0,0,0,0,0,0
303261,0,0,0,0,0,0,0,0
303262,0,0,0,0,0,0,0,0
303263,0,0,0,0,0,0,0,0
303265,0,0,0,0,0,0,0,0
303266,0,0,0,0,0,0,0,0
303267,0,0,0,0,0,0,0,0
303268,0,0,0,0,0,0,0,0
303270,0,0,0,0,0,0,0,0
303271,0,0,0,0,0,0,0,0
303272,0,0,0,0,0,0,0,0
303273,0,0,0,0,0,0,0,0
303274,0,0,0,0,0,0,0,0
303275,0,0,0,0,0,0,0,0
303276,0,0,0,0,0,0,0,0
303277,0,0,0,0,0,0,0,0
303279,0,0,0,0,0,0,0,0
303280,0,0,0,0,0,0,0,0
303281,0,0,0,0,0,0,0,0
303282,0,0,0,0,0,0,0,0
303283,0,0,0,0,0,0,0,0
303284,0,0,0,0,0,0,0,0
303285,0,0,0,0,0,0,0,0
303286,0,0,0,0,0,0,0,0
303287,0,0,0,0,0,0,0,0
303288,0,0,0,0,0,0,0,0
303289,0,0,0,0,0,0,0,0
303290,0,0,0,0,0,0,0,0
303291,0,0,0,0,0,0,0,0
303292,0,0,0,0,0,0,0,0
303293,0,0,0,0,0,0,0,0
303294,0,0,0,0,0,0,0,0
303295,0,0,0,0,0,0,0,0
303296,0,0,0,0,0,0,0,0
303297,0,0,0,0,0,0,0,0
303298,0,0,0,0,0,0,0,0
303299,0,0,0,0,0,0,0,0
303300,0,0,0,0,0,0,0,0
303301,0,0,0,0,0,0,0,0
303302,0,0,0,0,0,0,0,0
303303,0,0,0,0,0,0,0,0
303304,0,0,0,0,0,0,0,0
303305,0,0,0,0,0,0,0,0
303306,0,0,0,0,0,0,0,0
303307,0,0,0,0,0,0,0,0
303308,0,0,0,0,0,0,0,0
303309,0,0,0,0,0,0,0,0
303310,0,0,0,0,0,0,0,0
303311,0,0,0,0,0,0,0,0
303312,0,0,0,0,0,0,0,0
303313,0,0,0,0,0,0,0,0
303314,0,0,0,0,0,0,0,0
303315,0,0,0,0,0,0,0,0
303316,0,0,0,0,0,0,0,0
303317,0,0,0,0,0,0,0,0
303318,0,0,0,0,0,0,0,0
303319,0,0,0,0,0,0,0,0
303320,0,0,0,0,0,0,0,0
303321,0,0,0,0,0,0,0,0
303322,0,0,0,0,0,0,0,0
303323,0,0,0,0,0,0,0,0
303324,0,0,0,0,0,0,0,0
303325,0,0,0,0,0,0,0,0
303326,0,0,0,0,0,0,0,0
303327,0,0,0,0,0,0,0,0
303328,0,0,0,0,0,0,0,0
303330,0,0,0,0,0,0,0,0
303331,0,0,0,0,0,0,0,0
303332,0,0,0,0,0,0,0,0
